Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
105,Kevin De Bruyne,be BEL,MF,Manchester City,33-185,1991,12,8,733,8.1,2,2,4,2,0,0,2,0,2.1,2.1,4.0,6.1,22,81,81,0.25,0.25,0.49,0.25,0.49,0.26,0.48,0.75,0.26,0.75,Matches
106,Liam Delap,eng ENG,FW,Ipswich Town,21-326,2003,17,16,1265,14.1,6,1,7,6,0,0,4,0,4.4,4.4,1.3,5.7,25,16,54,0.43,0.07,0.50,0.43,0.50,0.31,0.09,0.41,0.31,0.41,Matches
107,Sepp van den Berg,nl NED,DF,Brentford,23-010,2001,14,13,1174,13.0,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.8,5,38,21,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
108,Justin Devenny,nir NIR,MF,Crystal Palace,21-080,2003,8,2,232,2.6,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.8,3,7,4,0.39,0.00,0.39,0.39,0.39,0.18,0.13,0.31,0.18,0.31,Matches
109,Kiernan Dewsbury-Hall,eng ENG,MF,Chelsea,26-115,1998,5,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches
110,Amad Diallo,ci CIV,"FW,DF",Manchester Utd,22-172,2002,16,11,1054,11.7,2,6,8,2,0,0,2,0,2.3,2.3,2.8,5.0,66,41,106,0.17,0.51,0.68,0.17,0.68,0.19,0.24,0.43,0.19,0.43,Matches
111,RÃºben Dias,pt POR,DF,Manchester City,27-230,1997,13,12,1087,12.1,0,0,0,0,0,0,3,0,1.1,1.1,0.3,1.3,18,75,5,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,Matches
112,Luis DÃ­az,co COL,FW,Liverpool,27-352,1997,17,12,1056,11.7,8,2,10,8,0,0,1,0,5.1,5.1,1.9,7.0,49,49,106,0.68,0.17,0.85,0.68,0.85,0.43,0.16,0.59,0.43,0.59,Matches
113,Tyler Dibling,eng ENG,"MF,FW",Southampton,18-293,2006,18,12,1078,12.0,2,0,2,2,0,0,5,0,2.2,2.2,1.2,3.4,45,37,60,0.17,0.00,0.17,0.17,0.17,0.18,0.10,0.29,0.18,0.29,Matches
114,Lucas Digne,fr FRA,DF,Aston Villa,31-163,1993,18,16,1345,14.9,0,2,2,0,0,0,3,0,0.6,0.6,3.1,3.7,15,24,90,0.00,0.13,0.13,0.00,0.13,0.04,0.21,0.25,0.04,0.25,Matches
115,Issa Diop,fr FRA,DF,Fulham,27-356,1997,14,11,1023,11.4,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,4,23,1,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.05,0.05,0.05,Matches
116,Axel Disasi,fr FRA,DF,Chelsea,26-294,1998,4,3,274,3.0,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,3,11,1,0.33,0.00,0.33,0.33,0.33,0.08,0.00,0.08,0.08,0.08,Matches
117,Roman Dixon,eng ENG,DF,Everton,20-004,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
118,Matt Doherty,ie IRL,DF,Wolves,32-349,1992,12,8,714,7.9,1,1,2,1,0,0,2,0,0.6,0.6,1.3,1.9,10,27,28,0.13,0.13,0.25,0.13,0.25,0.08,0.16,0.24,0.08,0.24,Matches
119,Jeremy Doku,be BEL,"FW,MF",Manchester City,22-217,2002,14,8,699,7.8,2,3,5,2,0,0,0,0,0.7,0.7,1.5,2.2,93,29,132,0.26,0.39,0.64,0.26,0.64,0.09,0.19,0.28,0.09,0.28,Matches
120,NicolÃ¡s DomÃ­nguez,ar ARG,"MF,FW",Nott'ham Forest,26-185,1998,16,10,897,10.0,0,0,0,0,0,0,5,0,1.2,1.2,0.2,1.4,8,32,12,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.12,0.14,Matches
121,Alfie Dorrington,eng ENG,DF,Tottenham,19-254,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
122,Abdoulaye DoucourÃ©,ml MLI,MF,Everton,31-364,1993,16,15,1253,13.9,0,0,0,0,0,0,0,0,0.7,0.7,0.8,1.5,22,44,35,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,Matches
123,Cheick DoucourÃ©,ml MLI,MF,Crystal Palace,24-357,2000,11,3,313,3.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,14,6,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
124,Flynn Downes,eng ENG,MF,Southampton,25-345,1999,16,16,1369,15.2,1,0,1,1,0,0,7,0,0.6,0.6,0.9,1.5,18,49,23,0.07,0.00,0.07,0.07,0.07,0.04,0.06,0.10,0.04,0.10,Matches
125,Tommy Doyle,eng ENG,MF,Wolves,23-074,2001,15,2,378,4.2,0,1,1,0,0,0,0,0,0.5,0.5,0.5,1.0,4,30,2,0.00,0.24,0.24,0.00,0.24,0.11,0.12,0.23,0.11,0.23,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
126,Radu DrÄguÈin,ro ROU,DF,Tottenham,22-331,2002,12,10,982,10.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,6,35,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
127,Martin DÃºbravka,sk SVK,GK,Newcastle Utd,35-350,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
128,Lewis Dunk,eng ENG,DF,Brighton,33-039,1991,14,13,1174,13.0,0,0,0,0,0,0,4,0,0.7,0.7,0.5,1.2,9,86,1,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
129,Jhon DurÃ¡n,co COL,FW,Aston Villa,21-017,2003,18,4,602,6.7,7,0,7,7,0,0,3,1,4.8,4.8,0.2,5.0,7,13,38,1.05,0.00,1.05,1.05,1.05,0.71,0.03,0.74,0.71,0.74,Matches
130,Ederson,br BRA,GK,Manchester City,31-135,1993,13,13,1170,13.0,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,0,1,0,0.00,0.08,0.08,0.00,0.08,0.00,0.03,0.03,0.00,0.03,Matches
131,George Edmundson,eng ENG,DF,Ipswich Town,27-121,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
132,Odsonne Ãdouard,fr FRA,"MF,FW",Crystal Palace,26-349,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,4,7,0.00,0.00,0.00,0.00,0.00,0.31,0.04,0.34,0.31,0.34,Matches
133,Odsonne Ãdouard,fr FRA,FW,Leicester City,26-349,1998,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
134,Samuel Edozie,eng ENG,"DF,FW",Southampton,21-337,2003,2,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,4,23,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches
135,Ronnie Edwards,eng ENG,DF,Southampton,21-277,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
136,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,22-247,2002,19,13,1047,11.6,3,3,6,3,0,0,1,0,2.0,2.0,1.6,3.6,32,19,73,0.26,0.26,0.52,0.26,0.52,0.17,0.14,0.31,0.17,0.31,Matches
137,Harvey Elliott,eng ENG,"MF,FW",Liverpool,21-270,2003,6,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,2,6,5,0.00,0.00,0.00,0.00,0.00,0.08,0.25,0.33,0.08,0.33,Matches
138,Yunus Emre Konak,tr TUR,"MF,FW",Brentford,18-355,2006,5,0,21,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,1,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.66,0.66,0.66,Matches
139,Julio Enciso,py PAR,"MF,FW",Brighton,20-342,2004,10,1,236,2.6,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,12,16,0.00,0.00,0.00,0.00,0.00,0.37,0.09,0.46,0.37,0.46,Matches
140,Wataru Endo,jp JPN,MF,Liverpool,31-325,1993,8,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
141,Christian Eriksen,dk DEN,MF,Manchester Utd,32-320,1992,10,6,535,5.9,0,0,0,0,0,0,2,0,0.1,0.1,1.7,1.8,4,27,16,0.00,0.00,0.00,0.00,0.00,0.02,0.28,0.30,0.02,0.30,Matches
142,Pervis EstupiÃ±Ã¡n,ec ECU,DF,Brighton,26-344,1998,15,12,1154,12.8,0,1,1,0,0,0,3,0,0.5,0.5,1.6,2.1,31,66,71,0.00,0.08,0.08,0.00,0.08,0.04,0.13,0.17,0.04,0.17,Matches
143,Evanilson,br BRA,FW,Bournemouth,25-085,1999,18,16,1289,14.3,5,0,5,5,0,1,0,0,6.4,5.6,1.1,6.6,18,12,55,0.35,0.00,0.35,0.35,0.35,0.44,0.07,0.52,0.39,0.46,Matches
144,Jonny Evans,nir NIR,DF,Manchester Utd,36-362,1988,6,3,290,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
145,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26-184,1998,15,15,1250,13.9,2,2,4,2,0,0,1,0,4.0,4.0,2.3,6.3,40,63,84,0.14,0.14,0.29,0.14,0.29,0.29,0.17,0.46,0.29,0.46,Matches
146,Åukasz FabiaÅski,pl POL,GK,West Ham,39-256,1985,11,10,890,9.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
147,Wout Faes,be BEL,DF,Leicester City,26-271,1998,16,13,1256,14.0,1,0,1,1,0,0,2,0,0.9,0.9,0.0,1.0,6,47,1,0.07,0.00,0.07,0.07,0.07,0.07,0.00,0.07,0.07,0.07,Matches
148,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,20-297,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.00,0.31,0.31,0.00,0.31,0.06,0.24,0.31,0.06,0.31,Matches
149,JoÃ£o FÃ©lix,pt POR,"FW,MF",Chelsea,25-050,1999,9,2,298,3.3,1,1,2,1,0,0,2,0,1.8,1.8,0.9,2.7,17,20,19,0.30,0.30,0.60,0.30,0.60,0.54,0.27,0.80,0.54,0.80,Matches
150,Evan Ferguson,ie IRL,FW,Brighton,20-072,2004,12,2,228,2.5,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,8,0.39,0.00,0.39,0.39,0.39,0.21,0.17,0.38,0.21,0.38,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
151,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,30-113,1994,18,18,1475,16.4,4,5,9,2,2,2,3,2,6.2,4.6,4.2,8.8,37,126,81,0.24,0.31,0.55,0.12,0.43,0.38,0.26,0.63,0.28,0.54,Matches
152,Mateus Fernandes,pt POR,MF,Southampton,20-173,2004,18,16,1397,15.5,1,1,2,1,0,0,5,0,1.9,1.9,1.4,3.3,44,74,54,0.06,0.06,0.13,0.06,0.13,0.12,0.09,0.21,0.12,0.21,Matches
153,Enzo FernÃ¡ndez,ar ARG,MF,Chelsea,23-348,2001,17,13,1242,13.8,3,4,7,3,0,0,1,0,1.8,1.8,2.9,4.8,19,81,49,0.22,0.29,0.51,0.22,0.51,0.13,0.21,0.35,0.13,0.35,Matches
154,Mark Flekken,nl NED,GK,Brentford,31-200,1993,18,18,1565,17.4,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.06,0.06,0.00,0.06,0.00,0.01,0.01,0.00,0.01,Matches
155,Phil Foden,eng ENG,"MF,FW",Manchester City,24-216,2000,14,10,965,10.7,1,1,2,1,0,0,2,0,2.2,2.2,3.5,5.7,24,57,76,0.09,0.09,0.19,0.09,0.19,0.20,0.33,0.53,0.20,0.53,Matches
156,Wesley Fofana,fr FRA,DF,Chelsea,24-013,2000,12,12,1015,11.3,0,0,0,0,0,0,6,0,0.4,0.4,0.4,0.8,14,25,4,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.07,0.04,0.07,Matches
157,Carlos Forbs,pt POR,"MF,FW",Wolves,20-286,2004,8,1,221,2.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,9,8,26,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
158,Fraser Forster,eng ENG,GK,Tottenham,36-288,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
159,Ryan Fraser,sct SCO,"FW,DF",Southampton,30-310,1994,7,4,303,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,18,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
160,Niclas FÃ¼llkrug,de GER,FW,West Ham,31-325,1993,8,2,281,3.1,1,1,2,1,0,0,0,0,1.0,1.0,0.9,1.8,3,3,7,0.32,0.32,0.64,0.32,0.64,0.31,0.28,0.59,0.31,0.59,Matches
161,Cody Gakpo,nl NED,FW,Liverpool,25-237,1999,18,10,905,10.1,5,2,7,5,0,0,4,0,3.3,3.3,2.5,5.7,26,27,145,0.50,0.20,0.70,0.50,0.70,0.33,0.24,0.57,0.33,0.57,Matches
162,Idrissa Gana Gueye,sn SEN,MF,Everton,35-095,1989,17,15,1317,14.6,0,0,0,0,0,0,3,0,0.8,0.8,0.6,1.4,14,69,11,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
163,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,20-182,2004,17,10,989,11.0,3,1,4,3,0,0,1,0,4.2,4.2,1.6,5.8,60,19,123,0.27,0.09,0.36,0.27,0.36,0.38,0.14,0.53,0.38,0.53,Matches
164,James Garner,eng ENG,"DF,MF",Everton,23-292,2001,4,2,253,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,3,4,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Matches
165,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,24-338,2000,15,15,1163,12.9,3,3,6,3,0,0,6,1,2.0,2.0,2.9,4.9,36,69,53,0.23,0.23,0.46,0.23,0.46,0.16,0.22,0.38,0.16,0.38,Matches
166,Billy Gilmour,sct SCO,MF,Brighton,23-202,2001,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
167,Martial Godo,eng ENG,FW,Fulham,21-291,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
168,JoÃ£o Gomes,br BRA,MF,Wolves,23-322,2001,18,18,1517,16.9,2,1,3,2,0,0,6,0,1.6,1.6,0.4,2.0,28,83,33,0.12,0.06,0.18,0.12,0.18,0.09,0.02,0.12,0.09,0.12,Matches
169,Rodrigo Gomes,pt POR,"DF,FW",Wolves,21-176,2003,12,4,371,4.1,1,0,1,1,0,0,0,0,0.3,0.3,0.2,0.5,12,6,37,0.24,0.00,0.24,0.24,0.24,0.08,0.05,0.13,0.08,0.13,Matches
170,Toti Gomes,pt POR,DF,Wolves,25-349,1999,16,15,1264,14.0,0,1,1,0,0,0,4,0,0.0,0.0,0.6,0.7,5,36,7,0.00,0.07,0.07,0.00,0.07,0.00,0.04,0.05,0.00,0.05,Matches
171,Joe Gomez,eng ENG,DF,Liverpool,27-221,1997,9,6,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,35,2,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches
172,Anthony Gordon,eng ENG,FW,Newcastle Utd,23-310,2001,17,16,1351,15.0,4,3,7,3,1,2,1,0,5.4,3.9,3.2,7.1,63,53,120,0.27,0.20,0.47,0.20,0.40,0.36,0.21,0.58,0.26,0.47,Matches
173,Ryan Gravenberch,nl NED,MF,Liverpool,22-228,2002,18,18,1557,17.3,0,2,2,0,0,0,4,0,0.6,0.6,1.5,2.1,37,94,27,0.00,0.12,0.12,0.00,0.12,0.04,0.09,0.12,0.04,0.12,Matches
174,Archie Gray,eng ENG,DF,Tottenham,18-293,2006,12,5,513,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,12,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
175,Jack Grealish,eng ENG,"FW,MF",Manchester City,29-111,1995,13,6,573,6.4,0,1,1,0,0,0,3,0,0.7,0.7,1.7,2.4,64,42,104,0.00,0.16,0.16,0.00,0.16,0.12,0.26,0.38,0.12,0.38,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
176,Jacob Greaves,eng ENG,DF,Ipswich Town,24-109,2000,9,9,810,9.0,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,20,3,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
177,Brajan Gruda,de GER,"FW,MF",Brighton,20-213,2004,8,2,220,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.6,11,9,30,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.23,0.05,0.23,Matches
178,GonÃ§alo Guedes,pt POR,"MF,FW",Wolves,28-031,1996,16,3,460,5.1,2,4,6,2,0,0,1,0,0.6,0.6,0.9,1.5,18,24,34,0.39,0.78,1.17,0.39,1.17,0.12,0.17,0.30,0.12,0.30,Matches
179,Marc GuÃ©hi,eng ENG,DF,Crystal Palace,24-170,2000,18,18,1620,18.0,2,1,3,2,0,0,5,0,1.3,1.3,0.5,1.9,8,75,3,0.11,0.06,0.17,0.11,0.17,0.07,0.03,0.10,0.07,0.10,Matches
180,Luis Guilherme,br BRA,MF,West Ham,18-325,2006,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
181,Bruno GuimarÃ£es,br BRA,MF,Newcastle Utd,27-044,1997,18,18,1564,17.4,1,4,5,1,0,0,3,0,2.0,2.0,3.2,5.3,26,125,32,0.06,0.23,0.29,0.06,0.29,0.12,0.19,0.30,0.12,0.30,Matches
182,Marc Guiu,es ESP,FW,Chelsea,18-361,2006,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
183,Ä°lkay GÃ¼ndoÄan,de GER,MF,Manchester City,34-067,1990,17,13,1119,12.4,0,1,1,0,0,0,1,0,1.6,1.6,1.3,2.9,31,70,56,0.00,0.08,0.08,0.00,0.08,0.13,0.11,0.23,0.13,0.23,Matches
184,Malo Gusto,fr FRA,DF,Chelsea,21-225,2003,15,13,1136,12.6,0,1,1,0,0,0,2,0,1.5,1.5,0.7,2.2,24,65,49,0.00,0.08,0.08,0.00,0.08,0.12,0.06,0.18,0.12,0.18,Matches
185,JoÅ¡ko Gvardiol,hr CRO,DF,Manchester City,22-342,2002,18,17,1572,17.5,4,0,4,4,0,0,1,0,2.7,2.4,1.5,3.9,42,143,60,0.23,0.00,0.23,0.23,0.23,0.15,0.09,0.24,0.14,0.22,Matches
186,Erling Haaland,no NOR,FW,Manchester City,24-162,2000,19,19,1709,19.0,14,1,15,13,1,2,2,0,14.8,13.3,1.3,14.5,11,13,75,0.74,0.05,0.79,0.68,0.74,0.78,0.07,0.85,0.70,0.77,Matches
187,Lewis Hall,eng ENG,DF,Newcastle Utd,20-113,2004,18,15,1408,15.6,0,2,2,0,0,0,3,0,0.3,0.3,3.3,3.5,29,90,50,0.00,0.13,0.13,0.00,0.13,0.02,0.21,0.23,0.02,0.23,Matches
