Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
489,James Shea,eng ENG,GK,Luton Town,32,1991,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Bernardo Silva,pt POR,"MF,FW",Manchester City,28,1994,33,29,2578,28.6,6,9,15,6,0,0,8,0,3.7,3.7,7.6,11.3,140,177,260
491,FÃ¡bio Silva,pt POR,FW,Wolves,21,2002,8,3,264,2.9,0,0,0,0,0,0,2,0,1,1,0.2,1.2,5,10,13
492,Thiago Silva,br BRA,DF,Chelsea,38,1984,31,28,2527,28.1,3,1,4,3,0,0,4,0,0.8,0.8,1,1.8,2,102,5
493,Luis Sinisterra,co COL,"FW,MF",Bournemouth,24,1999,20,7,699,7.8,2,2,4,2,0,0,0,0,2.5,2.5,2.4,5,51,38,85
494,Oliver Skipp,eng ENG,"MF,DF",Tottenham,22,2000,21,5,707,7.9,0,0,0,0,0,0,3,0,0.7,0.7,0.6,1.3,8,37,25
495,Adam Smith,eng ENG,DF,Bournemouth,32,1991,28,25,2150,23.9,0,2,2,0,0,0,6,0,0.1,0.1,1.3,1.4,24,89,28
496,Emile Smith Rowe,eng ENG,MF,Arsenal,23,2000,13,3,353,3.9,0,1,1,0,0,0,0,0,2,2,0.2,2.2,11,23,18
497,CÃ©dric Soares,pt POR,DF,Arsenal,31,1991,3,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
498,Dominic Solanke,eng ENG,FW,Bournemouth,25,1997,38,37,3325,36.9,19,3,22,17,2,3,3,0,19.6,17.2,3,20.3,52,60,184
499,Manor Solomon,il ISR,FW,Tottenham,24,1999,5,2,199,2.2,0,2,2,0,0,0,1,0,0.4,0.4,0.8,1.2,17,11,44
500,TomÃ¡Å¡ SouÄek,cz CZE,MF,West Ham,28,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
501,Vinicius Souza,br BRA,MF,Sheffield Utd,24,1999,36,29,2668,29.6,1,0,1,1,0,0,3,0,0.6,0.6,0.2,0.8,7,66,21
502,Jason Steele,eng ENG,GK,Brighton,32,1990,17,17,1530,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Raheem Sterling,eng ENG,"FW,MF",Chelsea,28,1994,31,22,1978,22,8,4,12,8,0,0,7,0,6.5,6.5,4.5,11,120,78,242
504,John Stones,eng ENG,"DF,MF",Manchester City,29,1994,16,12,1064,11.8,1,0,1,1,0,0,2,0,1,1,0.2,1.3,16,57,24
505,Thomas Strakosha,al ALB,GK,Brentford,28,1995,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Dominik Szoboszlai,hu HUN,MF,Liverpool,22,2000,33,25,2104,23.4,3,2,5,3,0,0,1,0,3.7,3.7,5.8,9.5,75,152,160
507,Matt Targett,eng ENG,DF,Newcastle Utd,27,1995,3,1,78,0.9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
508,James Tarkowski,eng ENG,DF,Everton,30,1992,38,38,3419,38,1,1,2,1,0,0,11,0,2.6,2.6,2.5,5.1,15,130,20
509,Jimi Tauriainen,eng ENG,FW,Chelsea,19,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,Nuno Tavares,pt POR,DF,Nott'ham Forest,23,2000,8,5,457,5.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,14,24,12
511,Marcus Tavernier,eng ENG,FW,Bournemouth,24,1999,30,25,2118,23.5,3,4,7,3,0,0,3,0,3.9,3.9,5.2,9.1,79,84,171
512,Charlie Taylor,eng ENG,DF,Burnley,29,1993,28,25,2331,25.9,1,1,2,1,0,0,8,0,0.2,0.2,1.2,1.5,36,82,81
513,Kenny Tete,nl NED,DF,Fulham,27,1995,14,10,867,9.6,1,0,1,1,0,0,2,0,0.9,0.9,0.4,1.2,20,54,38
514,Luke Thomas,eng ENG,DF,Sheffield Utd,22,2001,12,11,917,10.2,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,8,33,22
515,Youri Tielemans,be BEL,"MF,FW",Aston Villa,26,1997,32,17,1622,18,2,6,8,2,0,0,3,0,1.3,1.3,2.6,3.9,23,128,46
516,JurriÃ«n Timber,nl NED,DF,Arsenal,22,2001,2,1,71,0.8,0,0,0,0,0,0,2,0,0,0,0,0,0,8,5
517,Harry Toffolo,eng ENG,DF,Nott'ham Forest,27,1995,23,15,1459,16.2,1,3,4,1,0,0,3,0,1.6,1.6,1.5,3.2,10,42,34
518,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24,1998,22,10,1149,12.8,2,1,3,2,0,0,2,1,1.5,1.5,0.4,1.9,17,72,37
519,James Tomkins,eng ENG,DF,Crystal Palace,34,1989,4,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
520,Sandro Tonali,it ITA,MF,Newcastle Utd,23,2000,8,5,438,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.6,1.3,11,19,21
521,Ivan Toney,eng ENG,FW,Brentford,27,1996,17,16,1450,16.1,4,2,6,4,0,0,5,0,6,6,1.5,7.4,23,40,98
522,Pau Torres,es ESP,DF,Aston Villa,26,1997,29,27,2464,27.4,2,0,2,2,0,0,1,0,1,1,0.4,1.4,42,128,16
523,Andros Townsend,eng ENG,"MF,FW",Luton Town,32,1991,27,14,1210,13.4,1,3,4,1,0,0,1,0,1.2,1.2,1.3,2.5,47,35,71
524,James Trafford,eng ENG,GK,Burnley,20,2002,28,28,2520,28,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0
525,Adama TraorÃ©,es ESP,"FW,MF",Fulham,27,1996,17,1,377,4.2,2,3,5,2,0,0,2,0,1.5,1.5,0.7,2.2,29,16,48
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
526,Bertrand TraorÃ©,bf BFA,"DF,FW",Aston Villa,27,1995,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Boubacar TraorÃ©,ml MLI,MF,Wolves,21,2001,24,7,819,9.1,0,0,0,0,0,0,4,0,0.3,0.3,0.4,0.7,9,29,15
528,Mark Travers,ie IRL,GK,Bournemouth,24,1999,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Mike TrÃ©sor,be BEL,"FW,MF",Burnley,24,1999,16,3,420,4.7,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,15,10,31
530,Kieran Trippier,eng ENG,DF,Newcastle Utd,32,1990,28,26,2236,24.8,1,10,11,1,0,0,5,0,0.7,0.7,7.5,8.2,34,157,128
531,Leandro Trossard,be BEL,"FW,MF",Arsenal,28,1994,34,18,1649,18.3,12,1,13,12,0,0,2,0,7.9,7.9,2.8,10.7,66,76,155
532,Auston Trusty,us USA,DF,Sheffield Utd,24,1998,32,28,2572,28.6,0,0,0,0,0,0,4,0,0.4,0.4,1.1,1.5,10,40,15
533,Kostas Tsimikas,gr GRE,DF,Liverpool,27,1996,13,8,679,7.5,0,3,3,0,0,0,0,0,0.1,0.1,1,1.1,24,31,73
534,Matt Turner,us USA,GK,Nott'ham Forest,29,1994,17,17,1530,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
535,Destiny Udogie,it ITA,DF,Tottenham,20,2002,28,28,2391,26.6,2,3,5,2,0,0,7,1,2.4,2.4,2.2,4.6,83,155,138
536,Lesley Ugochukwu,fr FRA,MF,Chelsea,19,2004,12,3,301,3.3,0,0,0,0,0,0,2,0,0,0,0.1,0.1,8,17,3
537,Enes Ãnal,tr TUR,"FW,MF",Bournemouth,26,1997,16,2,328,3.6,2,2,4,2,0,0,1,0,2.9,2.9,1,3.9,4,7,28
538,Virgil van Dijk,nl NED,DF,Liverpool,32,1991,36,36,3177,35.3,2,2,4,2,0,0,3,1,2.8,2.8,1.6,4.4,32,200,7
539,RaphaÃ«l Varane,fr FRA,DF,Manchester Utd,30,1993,22,16,1375,15.3,1,0,1,1,0,0,2,0,1.3,1.3,0.1,1.3,16,59,2
540,Alejo VÃ©liz,ar ARG,FW,Tottenham,19,2003,8,0,50,0.6,1,0,1,1,0,0,1,0,0.2,0.2,0,0.2,0,1,3
541,JoÃ«l Veltman,nl NED,DF,Brighton,31,1992,27,17,1588,17.6,1,1,2,1,0,0,4,0,0.4,0.4,0.5,0.9,24,85,54
542,Micky van de Ven,nl NED,DF,Tottenham,22,2001,27,27,2339,26,3,0,3,3,0,0,5,0,0.6,0.6,0,0.6,19,108,9
543,Bart Verbruggen,nl NED,GK,Brighton,20,2002,21,21,1890,21,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
544,Guglielmo Vicario,it ITA,GK,Tottenham,26,1996,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0
545,Fabio Vieira,pt POR,"MF,FW",Arsenal,23,2000,11,2,297,3.3,1,2,3,0,1,1,0,1,1.3,0.5,1.6,2.1,12,15,30
546,Carlos VinÃ­cius,br BRA,FW,Fulham,28,1995,13,2,315,3.5,2,0,2,2,0,0,2,0,1.6,1.6,0.8,2.4,3,3,13
547,Vitinho,br BRA,"DF,MF",Burnley,24,1999,32,26,2314,25.7,0,2,2,0,0,0,1,0,1.6,1.6,1.3,2.9,59,66,110
548,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,29,1994,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
549,Kyle Walker,eng ENG,DF,Manchester City,33,1990,32,30,2767,30.7,0,4,4,0,0,0,2,0,0.4,0.4,2.6,3,74,157,172
550,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,25,1997,22,20,1780,19.8,0,2,2,0,0,0,4,0,0.1,0.1,1.5,1.6,30,77,54
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
551,Joel Ward,eng ENG,DF,Crystal Palace,33,1989,26,23,1980,22,0,1,1,0,0,0,4,0,0.9,0.9,0.2,1.1,16,66,14
552,James Ward-Prowse,eng ENG,MF,West Ham,28,1994,37,34,3001,33.3,7,7,14,5,2,2,4,0,6,4.4,7.8,12.3,18,144,63
553,Lewis Warrington,eng ENG,FW,Everton,20,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,Deivid Washington,br BRA,"DF,FW",Chelsea,18,2005,2,0,13,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,1
555,Ollie Watkins,eng ENG,FW,Aston Villa,27,1995,37,37,3217,35.7,19,13,32,19,0,0,4,0,16.8,16.8,7.3,24.2,62,55,214
556,Adam Webster,eng ENG,DF,Brighton,28,1995,15,13,1144,12.7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,16,80,2
557,Danny Welbeck,eng ENG,"FW,MF",Brighton,32,1990,29,21,1693,18.8,5,1,6,5,0,0,4,0,5.3,5.3,1.7,7,32,44,100
558,Timo Werner,de GER,FW,Tottenham,27,1996,13,10,809,9,2,3,5,2,0,0,1,0,3.7,3.7,2.7,6.4,79,41,124
559,Adam Wharton,eng ENG,MF,Crystal Palace,19,2004,16,15,1297,14.4,0,3,3,0,0,0,2,0,0.3,0.3,2.4,2.8,14,79,10
560,Ethan Wheatley,eng ENG,FW,Manchester Utd,17,2006,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
561,Ben White,eng ENG,DF,Arsenal,25,1997,37,35,2988,33.2,4,4,8,4,0,0,8,0,1.2,1.2,3.8,5,44,192,162
562,Joe White,eng ENG,MF,Newcastle Utd,20,2002,4,0,13,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3
563,Neco Williams,wls WAL,DF,Nott'ham Forest,22,2001,26,18,1637,18.2,0,1,1,0,0,0,4,0,0.8,0.8,1.6,2.5,48,47,86
564,Willian,br BRA,FW,Fulham,34,1988,31,24,2053,22.8,4,2,6,2,2,2,1,0,5.1,3.6,3.9,7.5,92,153,181
565,Joe Willock,eng ENG,MF,Newcastle Utd,23,1999,9,5,419,4.7,1,0,1,1,0,0,0,0,0.8,0.8,0.6,1.4,16,17,26
566,Callum Wilson,eng ENG,FW,Newcastle Utd,31,1992,20,9,991,11,9,1,10,7,2,2,3,0,8.8,7.2,0.6,7.8,11,9,77
567,Harry Wilson,wls WAL,FW,Fulham,26,1997,35,16,1620,18,4,6,10,4,0,0,6,0,3.4,3.4,3.5,6.8,41,60,130
568,Yoane Wissa,cd COD,FW,Brentford,26,1996,34,29,2493,27.7,12,3,15,12,0,0,7,0,10.6,10.6,3.9,14.5,45,48,150
569,Chris Wood,nz NZL,FW,Nott'ham Forest,31,1991,31,20,1812,20.1,14,1,15,14,0,0,0,0,11.9,11.9,2.1,14,16,30,76
570,Cauley Woodrow,eng ENG,"FW,MF",Luton Town,28,1994,24,2,427,4.7,1,1,2,1,0,0,2,0,1.4,1.4,1.2,2.6,7,6,22
571,Joe Worrall,eng ENG,DF,Nott'ham Forest,26,1997,7,5,439,4.9,0,0,0,0,0,0,0,1,0.1,0.1,0.2,0.3,0,8,1
572,Yehor Yarmoliuk,ua UKR,MF,Brentford,19,2004,27,6,688,7.6,0,0,0,0,0,0,2,0,1,1,0.1,1.1,13,35,36
573,Ryan Yates,eng ENG,MF,Nott'ham Forest,25,1997,35,21,1992,22.1,1,1,2,1,0,0,6,0,2.6,2.6,0.8,3.5,18,73,37
574,Ashley Young,eng ENG,"DF,MF",Everton,38,1985,31,27,2280,25.3,0,0,0,0,0,0,7,1,0.6,0.6,1.5,2.1,40,82,61
575,Illia Zabarnyi,ua UKR,DF,Bournemouth,20,2002,37,37,3330,37,1,0,1,1,0,0,5,0,1.1,1.1,0.4,1.5,24,109,1
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
576,NicolÃ² Zaniolo,it ITA,"FW,MF",Aston Villa,24,1999,25,9,839,9.3,2,0,2,2,0,0,7,0,2.6,2.6,1,3.6,35,30,60
577,Anass Zaroury,ma MAR,"FW,MF",Burnley,22,2000,6,1,152,1.7,0,0,0,0,0,0,0,1,0.2,0.2,0,0.2,2,2,12
578,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26,1996,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58
579,Kurt Zouma,fr FRA,DF,West Ham,28,1994,33,32,2838,31.5,3,0,3,3,0,0,3,0,1.8,1.8,0.2,2,7,53,1
580,Martin Ãdegaard,no NOR,MF,Arsenal,24,1998,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202
